# annotation_protocol_version: 1.1; reviewer_id: claude-809c44f2 (model); frozen_at_commit: b4ee959; date: 2026-09-20
clip_id,frame_index,timestamp_s,target_cat,tail_visibility,tail_identity_confidence,condition,note,reference_box,alt_cat,alt_tail_visibility,alt_identity_confidence,alt_note,alt_reference_box
commons-cat-jumping-backwards,11,3.6667,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tabby, tail curled up right",495 302 644 390,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1140 745 1275 960
commons-cat-jumping-backwards,12,4.0000,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tabby, tail curled up right",463 269 577 334,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1065 745 1240 960
commons-cat-jumping-backwards,13,4.3333,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,tabby,,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1075 745 1215 960
commons-cat-jumping-backwards,14,4.6667,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,tabby,408 379 449 453,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1130 745 1255 960
commons-cat-jumping-backwards,15,5.0000,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,tabby,,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1055 740 1205 960
commons-cat-jumping-backwards,16,5.3333,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,tabby,541 491 634 547,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1055 720 1175 960
commons-cat-jumping-backwards,17,5.6667,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,tabby,565 500 689 596,tuxedo,visible,high,"upright tail on the scratcher, body hidden",1045 750 1165 960
commons-cat-jumping-backwards,18,6.0000,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",uncertain,low,blur,motion blur,,tabby,uncertain,low,tabby motion-blurred at the left,
commons-cat-jumping-backwards,19,6.3333,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",not_visible,medium,occlusion,"tuxedo on scratcher, tail behind body",,tabby,uncertain,low,tabby motion-blurred at the left,
commons-cat-jumping-backwards,20,6.6667,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tuxedo from behind, tail down",778 352 1031 580,tabby,uncertain,low,tabby motion-blurred at the left,
commons-cat-jumping-backwards,21,7.0000,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tuxedo from behind, tail down",733 790 935 952,tabby,uncertain,low,tabby motion-blurred at the left,
commons-cat-jumping-backwards,22,7.3333,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tuxedo from behind, tail down",758 926 944 1067,tabby,uncertain,low,tabby motion-blurred at the left,
commons-cat-jumping-backwards,23,7.6667,"cat boxed by the body run (tabby f002-f003, f007-f017; tuxedo otherwise)",visible,high,none,"tuxedo from behind, tail down",742 992 899 1078,tabby,uncertain,low,tabby motion-blurred at the left,
commons-black-cat-walking,0,0.0000,cat_0 black,not_visible,medium,occlusion,"cat faces camera, tail behind body",,,,,,
commons-black-cat-walking,1,0.5000,cat_0 black,partial,high,none,tail tip above the back,1200 345 1258 481,,,,,
commons-black-cat-walking,2,1.0000,cat_0 black,visible,high,none,tail up,1163 211 1249 401,,,,,
commons-black-cat-walking,3,1.5000,cat_0 black,visible,high,none,tail up,1055 80 1208 365,,,,,
commons-black-cat-walking,4,2.0000,cat_0 black,visible,high,none,tail up,912 0 1128 330,,,,,
commons-black-cat-walking,5,2.5000,cat_0 black,visible,high,none,tail up,687 0 865 222,,,,,
commons-black-cat-walking,6,3.0000,cat_0 black,visible,high,none,tail up,577 1 1048 708,,,,,
commons-black-cat-walking,7,3.5000,cat_0 black,visible,high,none,tail up,267 1 534 863,,,,,
commons-black-cat-walking,8,4.0000,cat_0 black,visible,high,none,tail up,157 0 397 248,,,,,
commons-black-cat-walking,9,4.5000,cat_0 black,visible,high,none,tail up,146 0 334 117,,,,,
commons-black-cat-walking,10,5.0000,cat_0 black,visible,high,none,tail up,103 0 368 261,,,,,
commons-black-cat-walking,11,5.5000,cat_0 black,visible,high,none,tail up,254 44 527 400,,,,,
commons-black-cat-walking,12,6.0000,cat_0 black,visible,high,none,tail up,309 148 692 414,,,,,
commons-black-cat-walking,13,6.5000,cat_0 black,visible,high,none,tail up,470 145 715 415,,,,,
commons-black-cat-walking,14,7.0000,cat_0 black,visible,high,none,tail up,623 161 818 462,,,,,
commons-black-cat-walking,15,7.5000,cat_0 black,visible,high,none,tail up,302 207 645 527,,,,,
commons-black-cat-walking,16,8.0000,cat_0 black,visible,high,none,tail up,353 243 665 507,,,,,
commons-black-cat-walking,17,8.5000,cat_0 black,visible,high,none,tail up,512 186 712 471,,,,,
commons-black-cat-walking,18,9.0000,cat_0 black,visible,high,none,tail up,354 128 839 384,,,,,
commons-black-cat-walking,19,9.5000,cat_0 black,visible,high,none,tail up,656 0 986 258,,,,,
commons-black-cat-walking,20,10.0000,cat_0 black,partial,high,none,"tail base above the back, frontal",724 0 916 141,,,,,
commons-black-cat-walking,21,10.5000,cat_0 black,visible,high,none,tail up,363 1 603 692,,,,,
commons-black-cat-walking,22,11.0000,cat_0 black,visible,high,none,tail up,392 0 544 126,,,,,
commons-black-cat-walking,23,11.5000,cat_0 black,visible,high,none,tail up,541 0 686 156,,,,,
commons-black-cat-walking,24,12.0000,cat_0 black,visible,high,none,tail up,580 0 708 221,,,,,
commons-black-cat-walking,25,12.5000,cat_0 black,visible,high,none,tail up,553 1 747 324,,,,,
commons-black-cat-walking,26,13.0000,cat_0 black,visible,high,none,tail up,421 40 650 424,,,,,
commons-black-cat-walking,27,13.5000,cat_0 black,visible,high,none,tail up,678 15 913 385,,,,,
commons-black-cat-walking,28,14.0000,cat_0 black,visible,high,none,tail up,852 0 1291 366,,,,,
commons-black-cat-walking,29,14.5000,cat_0 black,visible,high,none,tail up,845 0 1194 184,,,,,
commons-black-cat-walking,30,15.0000,cat_0 black,partial,high,none,"frontal, tail tip above the back",739 0 889 134,,,,,
commons-black-cat-walking,31,15.5000,cat_0 black,partial,high,none,"frontal, tail tip above the back",634 1 838 597,,,,,
commons-black-cat-walking,32,16.0000,cat_0 black,partial,high,none,"frontal, tail tip above the back",850 612 1038 1070,,,,,
commons-black-cat-walking,33,16.5000,cat_0 black,partial,high,none,"frontal, tail tip above the back",1034 0 1193 139,,,,,
commons-black-cat-walking,34,17.0000,cat_0 black,visible,high,none,"tail up, close",1036 0 1285 265,,,,,
commons-black-cat-walking,35,17.5000,cat_0 black,visible,high,none,"tail up, close",1101 0 1512 535,,,,,
commons-black-cat-walking,36,18.0000,cat_0 black,visible,high,out_of_frame,"extreme close-up, tail fills frame; no cat box",,,,,,
commons-black-cat-walking,37,18.5000,cat_0 black,visible,high,out_of_frame,"extreme close-up, tail fills frame; no cat box",,,,,,
commons-cat-licking-tail,0,0.0000,cat_0,visible,high,dark,tail along the sofa edge,131 324 252 368,,,,,
commons-cat-licking-tail,1,0.5000,cat_0,visible,high,dark,tail along the sofa edge,126 319 216 360,,,,,
commons-cat-licking-tail,2,1.0000,cat_0,visible,high,dark,tail along the sofa edge,125 311 248 354,,,,,
commons-cat-licking-tail,3,1.5000,cat_0,visible,high,dark,tail along the sofa edge,121 312 243 355,,,,,
commons-cat-licking-tail,4,2.0000,cat_0,visible,high,dark,tail along the sofa edge,118 305 241 354,,,,,
commons-cat-licking-tail,5,2.5000,cat_0,visible,high,dark,tail along the sofa edge,114 303 205 347,,,,,
commons-cat-licking-tail,6,3.0000,cat_0,visible,high,dark,tail along the sofa edge,117 302 201 345,,,,,
commons-cat-licking-tail,7,3.5000,cat_0,visible,high,dark,tail along the sofa edge,120 301 208 344,,,,,
commons-cat-licking-tail,8,4.0000,cat_0,visible,high,dark,tail along the sofa edge,119 304 261 351,,,,,
commons-cat-licking-tail,9,4.5000,cat_0,visible,high,dark,tail along the sofa edge,113 302 289 350,,,,,
commons-cat-licking-tail,10,5.0000,cat_0,visible,high,dark,tail along the sofa edge,114 299 277 343,,,,,
commons-cat-licking-tail,11,5.5000,cat_0,visible,high,dark,tail along the sofa edge,110 297 326 345,,,,,
commons-cat-licking-tail,12,6.0000,cat_0,visible,high,dark,tail along the sofa edge,108 293 257 337,,,,,
commons-cat-licking-tail,13,6.5000,cat_0,visible,high,dark,tail along the sofa edge,103 266 239 332,,,,,
commons-cat-licking-tail,14,7.0000,cat_0,visible,high,dark,tail along the sofa edge,109 295 233 338,,,,,
commons-cat-licking-tail,15,7.5000,cat_0,visible,high,dark,tail along the sofa edge,101 299 231 342,,,,,
commons-cat-licking-tail,16,8.0000,cat_0,visible,high,dark,tail along the sofa edge,104 296 219 338,,,,,
commons-cat-licking-tail,17,8.5000,cat_0,visible,high,dark,tail along the sofa edge,110 301 210 343,,,,,
commons-cat-licking-tail,18,9.0000,cat_0,visible,high,dark,tail along the sofa edge,107 303 206 344,,,,,
commons-cat-licking-tail,19,9.5000,cat_0,visible,high,dark,tail along the sofa edge,104 300 185 343,,,,,
commons-cat-licking-tail,20,10.0000,cat_0,visible,high,dark,tail along the sofa edge,97 296 452 353,,,,,
commons-cat-licking-tail,21,10.5000,cat_0,visible,high,dark,tail along the sofa edge,105 297 208 341,,,,,
commons-cat-licking-tail,22,11.0000,cat_0,visible,high,dark,tail along the sofa edge,99 294 169 333,,,,,
commons-cat-licking-tail,23,11.5000,cat_0,visible,high,dark,tail along the sofa edge,100 294 176 332,,,,,
commons-cat-licking-tail,24,12.0000,cat_0,visible,high,dark,tail along the sofa edge,101 294 205 338,,,,,
commons-cat-licking-tail,25,12.5000,cat_0,visible,high,dark,tail along the sofa edge,110 291 177 331,,,,,
commons-cat-licking-tail,26,13.0000,cat_0,visible,high,dark,tail along the sofa edge,101 300 193 342,,,,,
commons-cat-licking-tail,27,13.5000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,28,14.0000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,29,14.5000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,30,15.0000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,31,15.5000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,32,16.0000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,33,16.5000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,34,17.0000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,35,17.5000,cat_0,partial,low,occlusion,curled; dark strip under chin is the tucked tail,,,,,,
commons-cat-licking-tail,36,18.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,37,18.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,38,19.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,39,19.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,40,20.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,41,20.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,42,21.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,43,21.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,44,22.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,45,22.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,46,23.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,47,23.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,48,24.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,49,24.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,50,25.0000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
commons-cat-licking-tail,51,25.5000,cat_0,not_visible,medium,occlusion,"curled tight, tail under body",,,,,,
